2 1 104.26637842 2.5993590652 1 47 1 0.0412831143 24.222978723
2 2 103.14751492 3.7795082474 0 47 1 0.0412831143 24.222978723
2 3 110.87570135 4.0819347167 1 47 1 0.0412831143 24.222978723
2 4 104.97690205 1.0882557673 0 47 1 0.0412831143 24.222978723
2 5 121.79606535 3.572534696 1 47 1 0.0412831143 24.222978723
2 6 105.77879839 5.4027825576 1 47 1 0.0412831143 24.222978723
2 7 103.69911386 5.8317581552 1 47 1 0.0412831143 24.222978723
2 8 96.595176248 1.3998268658 1 47 1 0.0412831143 24.222978723
2 9 114.40398984 2.64461121 1 47 1 0.0412831143 24.222978723
2 10 89.686871854 5.2131352141 1 47 1 0.0412831143 24.222978723
2 11 75.011929112 2.7320013361 0 47 1 0.0412831143 24.222978723
2 12 93.181915763 10.39069003 0 47 1 0.0412831143 24.222978723
2 13 91.889347755 11.936708371 1 47 1 0.0412831143 24.222978723
2 14 85.301917986 2.4599795457 1 47 1 0.0412831143 24.222978723
2 15 114.33199764 5.477583944 0 47 1 0.0412831143 24.222978723
2 16 100.85899652 1.3667590107 0 47 1 0.0412831143 24.222978723
2 17 87.44900638 7.2599455604 0 47 1 0.0412831143 24.222978723
2 18 113.90470296 1.9986233306 0 47 1 0.0412831143 24.222978723
2 19 88.300527986 1.2587058212 1 47 1 0.0412831143 24.222978723
2 20 89.386028266 2.8590033754 1 47 1 0.0412831143 24.222978723
2 21 128.29252039 1.0224559606 1 47 1 0.0412831143 24.222978723
2 22 110.68832815 9.0296162055 1 47 1 0.0412831143 24.222978723
2 23 88.140645817 1.8507799645 0 47 1 0.0412831143 24.222978723
2 24 106.83431013 6.8387422697 0 47 1 0.0412831143 24.222978723
2 25 85.475582455 14.752053846 1 47 1 0.0412831143 24.222978723
2 26 114.95389611 11.323532985 1 47 1 0.0412831143 24.222978723
2 27 97.742881377 1.8874458165 1 47 1 0.0412831143 24.222978723
2 28 97.057937884 1.0920031733 0 47 1 0.0412831143 24.222978723
2 29 96.725617082 5.541790425 0 47 1 0.0412831143 24.222978723
2 30 94.991629459 20.457849249 1 47 1 0.0412831143 24.222978723
2 31 105.86446723 4.6207560809 1 47 1 0.0412831143 24.222978723
2 32 101.57472057 4.5624466949 0 47 1 0.0412831143 24.222978723
2 33 98.642140829 7.515965785 1 47 1 0.0412831143 24.222978723
2 34 107.70592903 11.893635203 1 47 1 0.0412831143 24.222978723
2 35 103.29126155 4.4880821208 1 47 1 0.0412831143 24.222978723
2 36 102.59075678 21.165800372 1 47 1 0.0412831143 24.222978723
2 37 85.980892813 23.630033841 1 47 1 0.0412831143 24.222978723
2 38 106.59684162 12.123226735 1 47 1 0.0412831143 24.222978723
2 39 105.52773474 8.7006980919 0 47 1 0.0412831143 24.222978723
2 40 89.46822579 6.6215645218 1 47 1 0.0412831143 24.222978723
2 41 112.41126808 6.5104312406 1 47 1 0.0412831143 24.222978723
2 42 94.119994405 1.5173560536 1 47 1 0.0412831143 24.222978723
2 43 106.02874999 4.8877586497 1 47 1 0.0412831143 24.222978723
2 44 89.458046852 13.599333083 1 47 1 0.0412831143 24.222978723
2 45 105.5295402 3.8883002031 1 47 1 0.0412831143 24.222978723
2 46 82.690520947 15.713522187 1 47 1 0.0412831143 24.222978723
2 47 103.24272794 2.6386989319 1 47 1 0.0412831143 24.222978723
37 1 96.382810511 2.6218383782 1 63 1 0.0553369405 18.071111111
37 2 85.736118578 5.7440153734 1 63 1 0.0553369405 18.071111111
37 3 94.8571782 1.9951713312 1 63 1 0.0553369405 18.071111111
37 4 103.56095655 4.4185909221 0 63 1 0.0553369405 18.071111111
37 5 100.87562506 25.056874083 1 63 1 0.0553369405 18.071111111
37 6 106.95690408 18.224469105 1 63 1 0.0553369405 18.071111111
37 7 82.521722295 37.153487833 1 63 1 0.0553369405 18.071111111
37 8 84.030958006 2.0982320633 1 63 1 0.0553369405 18.071111111
37 9 113.81163815 1.8947103323 1 63 1 0.0553369405 18.071111111
37 10 113.98559864 5.1454605822 1 63 1 0.0553369405 18.071111111
37 11 86.829122556 4.4251232698 0 63 1 0.0553369405 18.071111111
37 12 106.69313921 5.1192854623 1 63 1 0.0553369405 18.071111111
37 13 118.36418671 9.5551588179 1 63 1 0.0553369405 18.071111111
37 14 85.442818243 2.9068375741 0 63 1 0.0553369405 18.071111111
37 15 89.175162102 2.6562865232 1 63 1 0.0553369405 18.071111111
37 16 90.702065427 3.2035778625 1 63 1 0.0553369405 18.071111111
37 17 105.61472689 2.0676375495 1 63 1 0.0553369405 18.071111111
37 18 82.319245338 3.8891848944 0 63 1 0.0553369405 18.071111111
37 19 108.17203193 2.6761499107 1 63 1 0.0553369405 18.071111111
37 20 101.1665404 6.2081274888 1 63 1 0.0553369405 18.071111111
37 21 105.19506899 5.4663166229 1 63 1 0.0553369405 18.071111111
37 22 95.057823417 1.6276640387 1 63 1 0.0553369405 18.071111111
37 23 100.39328243 6.2768413411 1 63 1 0.0553369405 18.071111111
37 24 106.39993901 3.0843227727 1 63 1 0.0553369405 18.071111111
37 25 90.602668697 1.5359073947 1 63 1 0.0553369405 18.071111111
37 26 80.343495513 3.997180056 1 63 1 0.0553369405 18.071111111
37 27 104.96623726 5.5536580701 0 63 1 0.0553369405 18.071111111
37 28 100.57891507 3.1866802468 1 63 1 0.0553369405 18.071111111
37 29 102.77059137 1.644606578 1 63 1 0.0553369405 18.071111111
37 30 108.82326188 3.3643250406 1 63 1 0.0553369405 18.071111111
37 31 116.89886321 9.6977145475 1 63 1 0.0553369405 18.071111111
37 32 95.443526737 1.5425684263 0 63 1 0.0553369405 18.071111111
37 33 93.95231971 1.1286370371 0 63 1 0.0553369405 18.071111111
37 34 117.95577803 5.8039661594 1 63 1 0.0553369405 18.071111111
37 35 105.37788263 15.112558863 1 63 1 0.0553369405 18.071111111
37 36 95.10588377 9.5793685151 1 63 1 0.0553369405 18.071111111
37 37 82.440199496 4.3628799238 1 63 1 0.0553369405 18.071111111
37 38 109.65197254 8.5480410852 0 63 1 0.0553369405 18.071111111
37 39 103.32425514 10.935470854 1 63 1 0.0553369405 18.071111111
37 40 73.726731877 5.9674460216 1 63 1 0.0553369405 18.071111111
37 41 107.88246761 6.3384786842 0 63 1 0.0553369405 18.071111111
37 42 93.705915056 1.4583708796 1 63 1 0.0553369405 18.071111111
37 43 79.647451703 3.3540440638 1 63 1 0.0553369405 18.071111111
37 44 95.993089732 6.8155973732 0 63 1 0.0553369405 18.071111111
37 45 98.067887672 9.9722047224 0 63 1 0.0553369405 18.071111111
37 46 85.84595197 5.8184058815 1 63 1 0.0553369405 18.071111111
37 47 100.50603152 1.3704848562 1 63 1 0.0553369405 18.071111111
37 48 86.750118075 11.916486366 0 63 1 0.0553369405 18.071111111
37 49 110.27579333 2.2613025747 0 63 1 0.0553369405 18.071111111
37 50 112.40747248 2.478048587 1 63 1 0.0553369405 18.071111111
37 51 83.583842498 3.4463950198 0 63 1 0.0553369405 18.071111111
37 52 116.77905288 10.651436806 1 63 1 0.0553369405 18.071111111
37 53 93.708798655 2.5796171395 1 63 1 0.0553369405 18.071111111
37 54 97.839986257 11.247691438 1 63 1 0.0553369405 18.071111111
37 55 98.959545487 1.3275806029 1 63 1 0.0553369405 18.071111111
37 56 100.23708054 1.2733232112 1 63 1 0.0553369405 18.071111111
37 57 104.34654917 6.3345009394 0 63 1 0.0553369405 18.071111111
37 58 112.26530249 10.039463287 0 63 1 0.0553369405 18.071111111
37 59 116.96872015 2.8282399093 0 63 1 0.0553369405 18.071111111
37 60 103.37543161 8.9571425415 1 63 1 0.0553369405 18.071111111
37 61 90.136830392 11.632725119 1 63 1 0.0553369405 18.071111111
37 62 110.10289184 2.3792444613 0 63 1 0.0553369405 18.071111111
37 63 109.83110892 1.0928363339 1 63 1 0.0553369405 18.071111111
40 1 111.99574441 7.4362417853 1 67 1 0.058850397 16.992238806
40 2 94.199661544 7.7980391641 1 67 1 0.058850397 16.992238806
40 3 88.986690041 1.3193584199 0 67 1 0.058850397 16.992238806
40 4 100.03818322 4.9215064441 1 67 1 0.058850397 16.992238806
40 5 107.27950193 4.6662066492 1 67 1 0.058850397 16.992238806
40 6 74.699460048 3.8512628432 1 67 1 0.058850397 16.992238806
40 7 109.73482661 5.4316728457 1 67 1 0.058850397 16.992238806
40 8 101.42072815 2.7462144947 1 67 1 0.058850397 16.992238806
40 9 114.00957827 1.747050031 1 67 1 0.058850397 16.992238806
40 10 101.08556555 1.1392944553 0 67 1 0.058850397 16.992238806
40 11 86.318856804 2.6864205487 1 67 1 0.058850397 16.992238806
40 12 110.0929818 21.590753217 0 67 1 0.058850397 16.992238806
40 13 89.818190353 2.607591133 0 67 1 0.058850397 16.992238806
40 14 100.45905751 6.1074470481 0 67 1 0.058850397 16.992238806
40 15 106.01637484 2.1126860279 1 67 1 0.058850397 16.992238806
40 16 100.60280103 9.1291167884 0 67 1 0.058850397 16.992238806
40 17 88.061488702 1.2365395731 0 67 1 0.058850397 16.992238806
40 18 73.014577079 9.542766159 0 67 1 0.058850397 16.992238806
40 19 92.650915511 13.149668255 0 67 1 0.058850397 16.992238806
40 20 95.847006411 8.0469127276 1 67 1 0.058850397 16.992238806
40 21 108.88531227 7.2334535694 1 67 1 0.058850397 16.992238806
40 22 101.72803889 11.087119646 0 67 1 0.058850397 16.992238806
40 23 109.01458347 14.174173055 1 67 1 0.058850397 16.992238806
40 24 95.653751449 2.9734057381 0 67 1 0.058850397 16.992238806
40 25 101.42531018 4.1822773357 0 67 1 0.058850397 16.992238806
40 26 95.375943021 17.676822317 1 67 1 0.058850397 16.992238806
40 27 107.36832536 8.3622823089 1 67 1 0.058850397 16.992238806
40 28 95.922001649 8.1554175064 1 67 1 0.058850397 16.992238806
40 29 80.569802518 4.8349467253 1 67 1 0.058850397 16.992238806
40 30 111.8075479 3.4275319406 1 67 1 0.058850397 16.992238806
40 31 112.48587706 4.0256629339 1 67 1 0.058850397 16.992238806
40 32 94.939894751 12.555030803 1 67 1 0.058850397 16.992238806
40 33 103.00844004 6.6129385514 1 67 1 0.058850397 16.992238806
40 34 98.824156024 1.1232534155 0 67 1 0.058850397 16.992238806
40 35 104.12132624 3.1574106687 1 67 1 0.058850397 16.992238806
40 36 118.36139161 26.415452645 0 67 1 0.058850397 16.992238806
