1 1 107.41969955 8.7697063616 0
1 2 101.26366476 8.0826779067 1
1 3 91.388487415 7.3518658625 0
1 4 105.70559025 1.6808627636 0
1 5 96.178355768 13.039914662 1
1 6 102.59991511 3.050313157 0
1 7 91.491677062 3.1904793424 1
1 8 106.0623777 3.0840694657 1
1 9 111.22923426 5.5433227372 1
1 10 104.05105026 3.7044077147 1
1 11 106.40248239 9.6031740184 0
1 12 97.704239643 18.604353519 1
1 13 95.48665476 5.8947022789 0
1 14 109.59455709 5.4911428289 1
1 15 88.137156243 5.8440164899 1
1 16 99.335444359 1.0546633369 0
1 17 98.652363554 4.4452908907 1
1 18 84.284143792 3.8858546664 1
1 19 122.35245557 5.7318375643 1
1 20 98.886501284 4.5989291126 1
1 21 107.25481443 10.872107125 0
1 22 79.55860394 1.6213323484 0
1 23 100.4200172 3.0931268165 0
1 24 93.057355869 1.4054562936 0
1 25 98.787569161 3.0338997075 0
1 26 94.798545061 2.537309294 1
1 27 84.91926264 3.1960653623 0
1 28 96.082523263 7.60189808 0
1 29 90.84267086 18.834038227 0
1 30 107.8627697 15.328713386 0
1 31 84.075807052 2.2475899131 0
1 32 117.4406145 2.7637525443 0
1 33 92.693878444 28.921148703 0
1 34 90.073259753 1.2121158246 1
1 35 93.141523746 11.018412716 1
1 36 105.3250899 7.9778696382 1
1 37 98.178098879 9.7322157335 1
1 38 102.28021583 4.1120010716 0
1 39 94.100356874 1.523271571 0
1 40 88.154017292 3.2063157968 1
1 41 97.565971901 17.370680236 1
1 42 105.28759993 6.865456068 0
1 43 105.70241584 10.826720859 1
1 44 86.298653396 2.4993479118 1
1 45 98.803579555 7.6130737353 1
1 46 91.971084855 6.2230002249 0
1 47 63.621929583 6.164953713 0
19 1 102.23421049 5.8643783234 1
19 2 112.31418305 16.662190545 1
19 3 94.91950022 12.914033943 0
19 4 93.430200159 2.3141764517 0
19 5 101.09996348 12.436630527 0
19 6 101.08764074 8.1373484588 1
19 7 105.31732247 3.9355710553 1
19 8 84.148135179 2.5557078238 1
19 9 111.75401772 13.503158285 1
19 10 106.58486859 6.0035664712 0
19 11 100.23727391 8.6333028119 1
19 12 95.947421366 2.9067450372 0
19 13 101.22786788 11.416409148 1
19 14 104.11818191 9.8391227157 1
19 15 105.70469161 3.456939157 1
19 16 97.551766615 14.213226939 1
19 17 98.534405971 3.725731321 1
19 18 102.18322494 3.2643966179 1
19 19 93.663687606 9.6156381077 1
19 20 101.70619019 1.8113472348 1
19 21 109.06332875 23.832558777 1
19 22 92.741734413 4.2360449257 1
19 23 92.025355467 4.174277362 1
19 24 95.78686558 16.962161548 1
19 25 95.10507761 9.1831612864 0
19 26 104.59599966 2.2535325754 1
19 27 93.256431483 5.1924064115 0
19 28 92.447455564 2.02030663 1
19 29 97.331689234 5.0966756563 0
19 30 113.46310023 8.5674381497 1
19 31 94.116324729 12.431477278 1
19 32 104.32935105 3.8681489521 1
19 33 97.863414578 2.4643570098 1
19 34 74.251699413 2.580172637 1
19 35 91.218812441 3.500170563 0
19 36 95.981945605 4.5568872663 0
19 37 81.613810678 15.985971295 0
19 38 95.565156631 6.9663450134 1
19 39 95.6965758 3.7988904929 0
19 40 89.010445973 2.2092916122 1
19 41 102.61691912 3.7313707753 1
19 42 96.58395825 1.3956122969 1
19 43 99.423902351 10.090529273 0
19 44 92.212478296 3.698483064 1
19 45 99.308680803 15.292466724 1
19 46 118.78411627 1.3666179028 0
19 47 110.01278316 32.239477571 1
19 48 103.81686206 4.3302006253 0
19 49 100.23218857 10.94804149 0
19 50 87.595879782 2.0484686754 0
19 51 99.571629798 19.689310777 1
19 52 86.780622502 12.373308018 1
19 53 87.51698363 2.3549585338 1
19 54 99.53818123 3.1451342133 1
19 55 110.98822533 4.6826400272 1
19 56 104.95807514 3.8447417817 1
19 57 90.158015185 19.062955805 1
19 58 113.96105951 8.274204157 1
21 1 112.59596955 8.0857785715 1
21 2 89.974033204 16.075050358 0
21 3 94.71305632 24.461212131 0
21 4 102.64783055 1.5379470585 1
21 5 90.283841367 1.4758808289 0
21 6 94.340257231 7.6867925213 1
21 7 91.122262197 5.9874493965 0
21 8 105.86350138 1.1062726482 0
21 9 89.538599271 4.3055801059 1
21 10 107.56548053 2.0142938579 0
21 11 119.81838969 15.346804307 1
21 12 115.18310069 1.2067368041 1
21 13 97.07846223 18.395692999 0
21 14 96.976324442 4.8763498846 1
21 15 112.16047302 2.0479240469 0
21 16 89.049114798 4.6331204401 0
21 17 100.1206706 8.3323006568 1
21 18 81.705052101 12.516539639 0
21 19 78.57300752 10.526186005 1
21 20 103.27768046 12.619636586 0
21 21 103.80716585 3.9638080902 1
21 22 104.00604383 14.384280728 0
21 23 85.241576061 3.9525266505 1
21 24 94.633782502 1.7357153634 0
21 25 102.10449821 9.001094478 0
21 26 101.65903906 6.6996053971 1
21 27 89.053992682 2.9658847473 1
21 28 95.243801974 1.6058781528 0
21 29 94.873280964 1.1825002825 1
21 30 90.8677134 5.9689404653 1
21 31 87.116849795 3.4653592978 1
21 32 110.21428861 1.9866835235 1
21 33 101.21964457 12.214256667 1
21 34 89.671480747 9.8743305357 0
21 35 103.03000507 1.6167852367 1
21 36 105.83350768 3.4124991162 1
21 37 87.829095458 7.1879037616 1
21 38 101.9780754 4.2730228448 0
21 39 102.42759552 34.215552558 1
21 40 107.39039685 7.8791487184 0
21 41 107.31267792 3.4471821624 1
21 42 97.190134404 5.0945581494 1
21 43 102.49716361 4.858686174 1
21 44 90.125580076 5.6993902857 0
21 45 79.173846139 3.6771394367 1
21 46 106.1172318 8.9867947316 1
21 47 101.41667252 11.140331898 0
21 48 109.08197873 11.028421635 1
21 49 102.76848264 1.0981463035 1
21 50 98.041403774 6.2619298329 0
21 51 106.11478298 7.8943706668 1
21 52 98.601313428 1.3360346643 1
21 53 111.83869497 1.6751793214 0
21 54 84.928489945 10.210057555 1
21 55 102.52553839 2.3083616837 1
21 56 104.16884716 4.3640528819 0
21 57 102.59259634 6.3630423758 1
21 58 110.03064392 14.51877015 1
21 59 85.599881115 1.5797397756 1
21 60 85.388106799 1.5370918136 1
21 61 106.54458323 4.1148341038 0
21 62 101.00897752 4.8340440228 0
21 63 94.966424887 2.8785882696 1
21 64 108.73346441 18.094355782 1
29 1 82.554040555 4.2037300701 0
29 2 89.316604074 3.4997703202 0
29 3 93.362301673 7.7082265964 1
29 4 121.08396085 9.2084232229 0
29 5 77.505751008 1.0897322655 1
29 6 103.41770467 2.6539367561 0
29 7 118.66487656 1.1749576213 1
29 8 106.11511437 18.837640235 1
29 9 90.563373098 16.170503463 1
29 10 97.28806926 1.9603010859 1
29 11 107.95630744 2.164229843 0
29 12 119.79758572 13.162807574 1
29 13 92.265475101 3.952951872 1
29 14 94.779982127 15.34100222 1
29 15 91.780525669 1.046275055 1
29 16 110.29769464 2.3391456957 0
29 17 91.434925242 1.137878442 0
29 18 119.95375508 1.9282083332 0
29 19 100.9620029 4.9044005462 0
29 20 98.710625584 14.359324817 1
29 21 96.804330528 5.3486891579 0
29 22 101.48855904 1.2396507184 1
29 23 105.3358075 1.1290438671 0
29 24 99.4848158 6.8953502039 0
29 25 96.827661506 7.9710283124 0
29 26 111.46487766 3.0479919527 1
29 27 91.245824603 4.9738564652 0
29 28 100.05759995 6.7894642654 1
29 29 85.307158808 12.849468015 0
29 30 103.75822018 3.8615728591 0
29 31 80.128611129 13.335890145 1
29 32 110.55107366 17.978359467 1
29 33 85.560680168 12.683583244 0
29 34 103.37812376 10.009606188 1
29 35 88.804650839 1.4177225649 1
29 36 98.630759155 4.3112997132 1
29 37 122.91021431 4.5192848094 1
29 38 96.460321565 5.67829377 0
29 39 101.47238879 2.2191291524 1
29 40 100.04186588 2.0706802811 1
29 41 90.166413727 16.674919456 1
29 42 107.54865744 17.90081357 0
29 43 100.9942056 5.8366448615 1
29 44 100.01403099 6.3783653355 1
29 45 115.2046664 19.082605668 0
29 46 106.723082 1.4305711096 1
29 47 86.820489274 3.5308300148 1
29 48 113.09034284 1.0015651925 1
29 49 90.638939569 29.935020136 1
29 50 102.48909302 8.4609525995 0
29 51 96.623255879 2.6961630215 1
29 52 92.269979816 11.474436583 0
29 53 89.737880186 17.064370362 0
29 54 91.802432272 1.4978854826 1
29 55 89.95017476 15.214156046 1
29 56 100.70526487 2.0624388698 0
29 57 115.34199922 5.477576249 0
29 58 90.906839719 19.665200572 1
50 1 98.860587751 14.221047758 1
50 2 90.860944075 6.8465426649 0
50 3 120.64677164 9.909477258 0
50 4 90.615913875 3.1785341572 0
50 5 96.579792555 2.8859153688 0
50 6 103.92204925 1.0879110062 0
50 7 101.36511863 4.9918124943 0
50 8 103.81198184 1.5850536068 0
50 9 102.69431877 4.1770601823 1
50 10 102.04366543 6.720328399 1
50 11 103.87076587 2.4681046535 1
50 12 91.118910453 4.9696981265 1
50 13 97.34765343 17.438602542 0
50 14 114.50459144 3.2255526792 1
50 15 104.51603021 2.0286305421 1
50 16 114.44121539 3.1732115447 1
50 17 101.15700263 6.5571955842 0
50 18 104.56196891 6.3921064992 0
50 19 92.166898266 2.0582392552 1
50 20 94.658892902 1.2213573619 0
50 21 99.762751386 2.548591412 0
50 22 109.37122629 8.8952612129 0
50 23 106.33174413 4.2907805454 0
50 24 93.220726921 7.3881189729 1
50 25 109.34431692 4.196570176 1
50 26 93.825694334 6.6458563563 1
50 27 105.1256646 2.4817630467 0
50 28 97.801740508 11.865968361 0
50 29 103.57982016 9.0561363604 0
50 30 115.1040756 11.917575508 0
50 31 110.59057389 3.7185964398 1
50 32 99.966473423 9.1386652509 1
50 33 112.25699463 5.9680391857 1
50 34 107.71975852 3.2767357193 1
50 35 98.548352831 8.1244280152 1
50 36 106.40811539 15.511825713 1
50 37 96.214746072 5.3841269391 1
50 38 96.800337218 3.8773262577 1
50 39 108.50318858 10.628332281 1
50 40 108.12006848 7.6470521142 1
50 41 99.503926064 6.2148117493 0
50 42 114.01146194 4.2777568204 1
50 43 77.635846804 17.152823835 0
50 44 111.33355938 3.6473753118 1
50 45 119.96863993 2.8832704331 0
50 46 106.5164869 7.0194833 1
50 47 87.448651198 23.530529349 1
50 48 118.5815636 6.531592084 0
50 49 122.10461345 4.1082090227 0
50 50 108.06667953 1.6870923278 0
50 51 112.67878445 9.9795151973 1
50 52 102.5763945 10.625229009 1
50 53 92.977610315 1.1680720111 1
50 54 89.508648072 2.5084156349 1
50 55 110.70994742 1.5320270111 0
50 56 102.86049654 2.9353058209 1
50 57 113.68682534 14.295935623 1
50 58 93.691992178 5.8400992935 1
50 59 105.88844844 1.8049779653 1
50 60 103.26975433 8.0596616141 0
50 61 109.34124498 8.810150823 0
50 62 110.04595003 1.2102726334 1
50 63 113.82726115 5.4269158362 0
50 64 95.433500222 5.4856940901 1
50 65 103.95255713 3.3430892349 0
50 66 91.451092479 25.390940701 0
50 67 74.662384543 4.7926727119 0
50 68 100.79318075 1.3643415703 0
50 69 95.198408051 5.4268845697 1
50 70 94.389550564 7.0312561145 0
50 71 102.46920661 6.3532239021 0
50 72 89.319499877 4.3586011209 0
50 73 90.529133057 9.2824065759 0
50 74 98.976968684 2.5099711078 0
50 75 89.306299282 6.1397736666 0
64 1 106.01108638 16.11490684 1
64 2 109.23556741 11.470709328 1
64 3 100.46047131 8.3495081402 1
64 4 104.36152289 13.28561185 0
64 5 102.85279737 6.2386337478 1
64 6 99.026278183 30.268798827 0
64 7 101.12894349 7.1821411205 1
64 8 95.301984488 2.0578994541 0
64 9 102.01128849 5.7155354888 1
64 10 99.555915121 2.9562613564 0
64 11 107.35933041 2.5390213012 1
64 12 110.12127376 4.364913513 0
64 13 91.130314805 10.194833524 1
64 14 121.15607967 6.7055938587 1
64 15 89.887463993 24.554210817 1
64 16 95.518552562 10.161040252 1
64 17 105.39659141 2.2702994432 1
64 18 92.467731564 1.178568106 1
64 19 111.65762584 16.399570056 0
64 20 95.271059509 7.3520189961 1
64 21 100.31134762 1.2235332475 1
64 22 95.607227242 2.8664920314 0
64 23 90.730867843 8.9124732501 1
64 24 109.75857831 2.0896010321 0
64 25 100.77693917 7.0197302548 1
64 26 106.92158085 6.2873808943 0
64 27 90.828020619 30.175567984 0
64 28 79.389579167 3.0484734252 0
64 29 103.27976564 5.4958980067 1
64 30 111.15704078 2.8709971825 1
64 31 107.69528516 5.7494474989 1
64 32 90.508663 3.4364395337 1
64 33 99.347548286 1.122913926 1
64 34 117.57423618 3.6742283534 1
64 35 102.90101506 4.7343558233 1
64 36 101.14384536 22.826617102 1
64 37 83.388152619 1.2304267408 0
64 38 89.585219927 10.567736001 0
64 39 94.036610873 1.8971239421 1
64 40 104.36016042 3.8754911378 1
64 41 110.35898834 17.61503819 0
64 42 93.014163902 8.3805923933 0
64 43 92.432187237 8.9895196803 1
64 44 106.54292539 7.0628910484 0
64 45 95.755645197 2.0315142922 1
64 46 95.462771527 10.357549605 0
64 47 109.90672996 1.0701038988 1
64 48 95.791708313 17.294563899 1
64 49 100.91595676 10.67957418 1
64 50 94.190036507 10.294813814 0
64 51 101.15167771 1.1744765754 0
64 52 94.995774097 2.6343685904 1
64 53 86.931548861 15.697684586 1
64 54 115.94417489 5.1133672798 0
64 55 109.87480134 4.6029614698 1
64 56 103.04604679 1.2379091949 0
64 57 89.264113211 1.3145975604 0
64 58 104.00602179 1.4710106969 0
64 59 91.340553465 19.302796447 0
64 60 107.33272464 27.880885764 1
64 61 112.25293716 5.2113428183 0
64 62 100.51752413 10.328184624 1
64 63 101.57512313 4.0388702249 0
64 64 86.912731751 2.3448110608 1
64 65 92.842667946 10.646371539 0
64 66 98.123700034 7.802604076 1
64 67 103.61501222 13.973237254 1
64 68 108.00010111 2.8447423934 0
64 69 94.368484655 5.4908958344 1
64 70 94.013980698 13.947119767 0
64 71 92.346034227 6.5142061262 0
64 72 108.4749577 2.9794876826 1
64 73 96.551273687 1.0590039759 0
64 74 113.22616381 1.0460404898 1
64 75 101.13166693 16.65243412 1
64 76 102.86684001 2.6762158702 0
64 77 95.940877874 11.819147501 1
64 78 98.252641377 3.3979587675 1
64 79 98.336961353 8.313137975 1
64 80 113.44216404 2.7683783814 1
64 81 111.85898886 2.6406210557 1
72 1 96.170207464 3.132370512 1
72 2 102.78773539 1.7062190653 0
72 3 110.68162883 2.5626479963 1
72 4 76.343917336 9.4395619038 1
72 5 117.0982372 19.27651758 1
72 6 86.142444051 21.95565565 1
72 7 94.455182567 18.288617332 1
72 8 110.47044444 5.611577051 0
72 9 102.63505234 3.0823682408 0
72 10 82.285389396 4.9094248613 0
72 11 112.0301375 4.0697490718 1
72 12 101.32517916 1.4210910697 1
72 13 102.03642732 5.3542519357 0
72 14 92.961825621 8.1523881778 0
72 15 110.09225229 18.364927529 0
72 16 96.908169828 3.0757038675 1
72 17 100.90093321 7.9034278684 1
72 18 103.38401863 13.944381667 1
72 19 120.31727084 14.557223759 1
72 20 95.403447082 3.2498243067 0
72 21 86.227181147 2.9346179514 0
72 22 108.49973256 9.5736450093 0
72 23 102.20665598 4.6784138929 1
72 24 88.161081583 2.733173576 0
72 25 109.36787204 9.0491021423 1
72 26 117.22844247 8.3819554753 1
72 27 121.44361625 8.8543804207 1
72 28 102.12746223 5.2024985253 0
72 29 111.45796775 6.0501831256 1
72 30 105.57390588 20.735180323 0
72 31 104.46196995 11.554693418 0
72 32 82.465320988 8.2521547959 1
72 33 103.1086713 4.6679626807 1
72 34 97.341985661 1.9758145212 1
72 35 88.142303998 2.559988754 1
72 36 108.41212552 4.965636435 0
72 37 94.860833995 10.276054306 1
72 38 92.813397813 7.8656954358 1
